Name,Class,ManaCost,Attack,Health,Text
Cactus furibundo,12,2,5,1,<b>Veneno</b>
Cadena de montaje,7,1,-1,-1,<b>Descubre</b> un robot de otra clase.
Cadena de relámpagos I,8,2,-1,-1,Inflige 2 p. de daño a un esbirro y a otro adyacente aleatorio. <i>(Mejora cuando tienes (5) cristales).</i>
Cadena perpetua,4,4,-1,-1,Elimina a un esbirro de la partida.
Cadáver nocivo,1,1,1,2,<b>Grito de batalla:</b> Inflige 2 p. de daño a un enemigo y a tu héroe.
Caer en el anzuelo,3,2,-1,-1,<b>Secreto:</b> Cuando atacan a un esbirro amistoso, le otorga +3/+3.
Cairne Pezuña de Sangre,12,6,5,5,<b>Último aliento:</b> Invoca a Baine Pezuña de Sangre 5/5.
Cairne Pezuña de Sangre,12,6,4,5,<b>Último aliento:</b> Invoca a Baine Pezuña de Sangre (4/5).
Caja sorpresa,14,2,-1,-1,Obtienes 2 demonios aleatorios. <b>Proscrito:</b> En lugar de obtenerlos, los <b>Descubres</b>.
Caja sorpresa de Yogg,4,8,-1,-1,Lanza 5 hechizos aleatorios. Si tu mazo no contiene esbirros, los hechizos lanzados cuestan (5) cristales o más.
Cajas de contrabandista,3,0,-1,-1,Otorga +2/+2 a una bestia aleatoria que esté en tu mano.
Cajas de contrabandista,3,0,-1,-1,Otorga +2/+2 a una bestia aleatoria que esté en tu mano.
Cajero de premios,12,2,2,3,<b>Grito de batalla:</b> Cada jugador roba una carta.
Calabacino,6,2,2,1,<b>Eco</b> <b>Grito de batalla:</b> Restaura 2 p. de salud.
Calavera de Gul'dan,14,6,-1,-1,Roba 3 cartas. <b>Proscrito:</b> Reduce su coste en (3) cristales.
Calcinador Faucedraco,12,5,3,6,<b>Grito de batalla:</b> Inflige 1 p. de daño a todos los demás esbirros.
Caldeador de ambiente,12,7,7,4,<b>Grito de batalla:</b> Si hay un dragón en tu mano, inflige 7 p. de daño a un esbirro enemigo.
Caldera encantada,12,3,1,6,<b>Magia súbita:</b> Lanza un hechizo aleatorio del mismo coste.
Caldera furiosa,10,2,1,3,<b>Magnetismo</b> Al atacar, también daña a esbirros adyacentes a su objetivo.
Caldero de la bruja,12,3,0,4,Cuando un esbirro amistoso muere, añade un hechizo aleatorio de chamán a tu mano.
Caleidosaurio fosilizado,5,4,3,4,<b>Grito de batalla:</b> Obtiene dos <b>efectos adicionales</b> aleatorios. <b>Excava</b> un tesoro.
Camaleónidas,6,1,1,1,Cada turno que está en tu mano, se transforma en una carta de la mano de tu oponente.
Camarera Lynchen,12,5,4,5,<b>Grito de batalla:</b> Añade una copia de cada uno de tus otros esbirros con <b>Grito de batalla</b> a tu mano.
Camarero amistoso,12,2,2,3,Al final de tu turno, restaura 1 p. de salud a tu héroe.
Cambia la marea,8,3,-1,-1,Otorga +3 p. de ataque a tu héroe este turno. Invoca a un elemental 3/3 con <b>Embestir</b>. <b>Sobrecarga</b>: (1).
Cambiazo,6,5,-1,-1,Roba dos esbirros. Intercambia su salud.
Cambio de marcha,7,1,-1,-1,Mete las dos cartas más a la izquierda de tu mano en tu mazo. Roba 3 cartas.
Camello del desierto,3,3,2,4,<b>Grito de batalla:</b> Coloca un esbirro de coste 1 de cada mazo en el campo de batalla.
Camello escupidor,12,2,2,4,Al final de tu turno, inflige 1 p. de daño a otro esbirro amistoso aleatorio.
Caminaespíritus Cienaleta,8,4,2,5,Cada vez que muere otro múrloc amistoso, roba una carta. <b>Sobrecarga:</b> (1)
Caminante abisal,14,2,2,2,<b>Grito de batalla:</b> <b>Descubre</b> un demonio.
Caminante helado,4,2,1,3,Tu poder de héroe también <b>congela</b> al objetivo.
Caminante silvana,2,4,4,4,<b>Grito de batalla:</b> Otorga +3 p. de salud a una bestia amistosa.
Caminante vil,9,6,3,7,<b>Provocar</b> <b>Grito de batalla:</b> Lanza el hechizo Vil de mayor coste de tu mano.
Caminar por la plancha,7,4,-1,-1,Destruye a un esbirro que no haya sufrido daño.
Caminasol,12,6,4,5,<b>Provocar</b>. <b>Escudo divino</b>.
Caminasol,12,6,4,5,<b>Provocar</b> <b>Escudo divino</b>
Camorrista Mascahuesos,12,2,2,3,<b>Provocar</b> Cada vez que este esbirro recibe daño, obtiene +2 p. de ataque.
Camorrista de las Tierras Inhóspitas,10,7,4,4,<b>Grito de batalla:</b> ¡Empieza una pelea! Si has <b>Excavado</b> dos veces, este esbirro siempre gana.
Campana de servicio,5,3,-1,-1,<b>Descubre</b> una carta de clase de tu mazo y roba todas sus copias.
Campaña maldita,9,3,-1,-1,Otorga «<b>Último aliento:</b> Invoca dos copias de este esbirro que permanecen en <b>Letargo</b> durante 2 turnos» a un esbirro amistoso.
Campeona Furia del Sol,10,1,1,3,Después de que lances un hechizo de Fuego, inflige 1 p. de daño a todos los esbirros.
Campeona Sagrada,6,2,1,4,<b>Sobrecuración:</b> Obtiene +2 p. de ataque.
Campeona de Alexstrasza,10,2,2,3,<b>Grito de batalla:</b> Obtiene +1 p. de ataque y <b>Cargar</b> si hay un dragón en tu mano.
Campeona desinteresada,5,1,2,1,<b>Último aliento:</b> Otorga <b>Escudo divino</b> a un esbirro amistoso aleatorio.
Campeona sin vida,8,3,3,2,<b>Grito de batalla:</b> Si un no-muerto amistoso murió tras tu último turno, invoca dos zombis 3/2.
Campesina infectada,12,2,2,1,<b>Último aliento:</b> Invoca a una campesina no-muerta 2/2.
Campesino,12,1,2,1,Al comienzo de tu turno, roba una carta.
Campeón Filo Helado,5,4,3,2,<b>Cargar</b> <b>Robo de vida</b>
Campeón Primapantano,5,2,1,3,<b>Último aliento:</b> Devuelve a tu mano todos los hechizos que le hayas lanzado a este esbirro.
Campeón bendito,5,5,-1,-1,Duplica el ataque de un esbirro.
Campeón bendito,5,5,-1,-1,Duplica el ataque de un esbirro.
Campeón de Mogor,12,6,8,5,50% de probabilidad de atacar al enemigo que no es.
Campeón de Mukla,12,5,5,3,<b>Inspirar:</b> Otorga +1/+1 a tus otros esbirros.
Campeón de Mukla,12,5,5,3,<b>Inspirar:</b> Otorga +1/+1 a tus otros esbirros.
Campeón de Ventormenta,12,7,7,7,Tus demás esbirros tienen +1/+1.
Campeón de Ventormenta,12,7,6,6,Tus demás esbirros tienen +1/+1.
Campeón de Ventormenta,12,7,7,7,Tus demás esbirros tienen +1/+1.
Campeón de la Luz,12,3,4,3,<b>Grito de batalla:</b> <b>Silencia</b> a un demonio.
Campeón de las tormentas,8,4,3,5,Después de que lances un hechizo de Naturaleza, invoca a un elemental 4/2. <b>Forja:</b> Con <b>Embestir</b>.
Campeón de veraplata,5,4,4,-1,Cada vez que tu héroe ataca, recupera 3 p. de salud.
Campeón de veraplata,5,4,4,-1,Cada vez que tu héroe ataca, recupera 2 p. de salud.
Campeón de élite tauren,12,5,5,5,<b>Desenlace:</b>¡Comienza un duelo de rock! ¡Los jugadores deberán gastar todo su maná cada turno o recibirán 8 p. de daño <i>(o más)</i>!
Campeón del Nexo Saraad,12,5,4,5,<b>Inspirar:</b> Añade un hechizo aleatorio a tu mano.
Campeón solitario,12,3,2,4,<b>Grito de batalla:</b> Si no controlas a más esbirros, obtiene <b>Provocar</b> y <b>Escudo divino</b>.
Campo antimagia,1,3,-1,-1,Otorga +1/+1 y <b>Esquivo</b> a tus esbirros.
Campo de minas,10,2,-1,-1,Inflige 5 p. de daño que se dividen aleatoriamente entre todos los esbirros.
Can de chatarra sañoso,10,2,2,2,Cada vez que este esbirro inflige daño, obtienes esa cantidad en armadura.
Can de sombras,3,5,6,5,Cada vez que este esbirro ataca, otorga +2/+2 a tus otras bestias. <b>Imbuir ( bestias):</b> Obtiene <b>Embestir</b>.
Can del Núcleo,12,7,9,5,
Can del Núcleo,12,7,9,5,
Can del Vacío anciano,14,9,10,10,Al final de tu turno, roba 1 p. de ataque y salud a todos los esbirros enemigos.
Can infernal enfadado,12,4,2,5,<b>Embestir</b> Tiene +4 p. de ataque en tu turno.
Can manáfago Lakkari,9,4,3,8,<b>Provocar</b> <b>Grito de batalla:</b> Descarta tus dos cartas de coste más bajo.
Can manáfago insaciable,14,3,2,5,<b>Provocar</b> <b>Corrupción:</b> Obtiene +1/+1 y <b>Robo de vida</b>.
Candelero del sagrario,4,5,4,5,Después de que lances un hechizo de Fuego, roba un hechizo.
Candelizo,4,2,-1,-1,Inflige 2 p. de daño a un esbirro. Si está <b>congelado</b>, roba una carta.
Cangrejo hambriento,12,1,1,2,<b>Grito de batalla:</b> Destruye a un múrloc y obtiene +2/+2.
Cangrejo hambriento,12,1,1,2,<b>Grito de batalla:</b> Destruye a un múrloc y obtiene +2/+2.
Canibalismo,6,4,-1,-1,Destruye a un esbirro. Restaura una cantidad equivalente a su salud a todos los personajes amistosos.
Caninovil encarcelado,3,2,5,4,En <b>Letargo</b> durante 2 turnos. Cuando despierta, ataca a un enemigo aleatorio.
Cansinobot,12,4,3,8,<b>Provocar</b> <b>Grito de batalla:</b> Tu oponente invoca un esbirro de su mazo.
Cantaespíritus Umbra,12,4,3,4,Después de que invoques a un esbirro, activa su <b>Último aliento</b>.
Cantante disfrazada,4,1,1,1,Al final de tu turno, roba un <b>secreto</b>.
Capa de las Sombras,7,4,-1,-1,Otorga <b>Sigilo</b> a tu héroe hasta tu siguiente turno.
Capataz cruel,10,2,2,3,<b>Grito de batalla:</b> Inflige 1 p. de daño a un esbirro y le otorga +2 p. de ataque.
Capataz cruel,10,2,2,2,<b>Grito de batalla:</b> Inflige 1 p. de daño a un esbirro y le otorga +2 p. de ataque.
Capataz de saronita,12,1,2,3,<b>Último aliento:</b> Invoca a un Agente libre 0/3 con <b>Provocar</b> para tu oponente.
Capataz kóbold,12,3,2,4,<b>Grito de batalla:</b> Añade a tu mano dos Restos de armadura que otorgan +2 p. de salud a un esbirro.
Capellán de Kul Tiras,6,2,2,3,<b>Grito de batalla:</b> Otorga +2 p. de salud a un esbirro amistoso.
Capitana Colmigarfio,7,8,6,3,<b>Grito de batalla:</b> Invoca a 3 piratas de tu mazo. Les otorga <b>Embestir</b>.
Capitana caballera,12,5,3,3,<b>Grito de batalla:</b> Inflige 3 p. de daño. <b>Muerte con honor:</b> Obtiene +3/+3.
Capitana tirana,10,1,1,3,Cuando juegas un esbirro, inflige 1 p. de daño a todos los esbirros.
Capitán Galvangar,10,6,6,6,<b>Grito de batalla:</b> Si has obtenido 15 p. de armadura o más en esta partida, obtiene +3/+3 y <b>Cargar</b>. <i>(¡Solo más!).</i> <i>(¡Listo!).</i>
Capitán Verdetez,12,5,5,4,<b>Grito de batalla:</b> Otorga +1/+1 a tu arma.
Capitán Verdetez,12,5,5,4,<b>Grito de batalla:</b> Otorga +1/+1 a tu arma.
Capitán de Mares del Sur,12,3,3,3,Tus demás piratas tienen +1/+1.
Capitán de Mares del Sur,12,3,3,3,Tus demás piratas tienen +1/+1.
Capitán de Mares del Sur,12,3,3,3,Tus demás piratas tienen +1/+1.
Capitán de juguete Tarim,5,5,3,7,<b>Miniaturizar</b>, <b>Provocar</b> <b>Grito de batalla:</b> Iguala los p. de ataque y salud de otro esbirro a los suyos propios.
Capitán de los cielos Kragg,12,7,4,6,<b>Carrrrrrgar</b> Cuesta (1) cristal menos por cada pirata amistoso.
Capitán templario,5,8,8,8,<b>Embestir</b> Después de que este esbirro ataque a otro, invoca a una defensora 5/5 con <b>Provocar</b>.
Captar demonios,9,3,-1,-1,Roba 2 demonios de tu mazo.
Captar demonios,9,3,-1,-1,Roba 2 demonios de tu mazo.
Captora de cadáveres,12,4,3,3,<b>Grito de batalla:</b> Obtiene <b>Provocar</b> si tu mazo contiene un esbirro con <b>Provocar</b>. Se repite con <b>Escudo divino</b>, <b>Robo de vida</b> y <b>Viento furioso</b>.
Capturar la Mina Dentefrío,2,2,-1,-1,<b>Elige una:</b> Roba tu carta de menor coste, o bien roba tu carta de mayor coste.
Caracalamar de los Mares del Sur,7,4,4,4,<b>Último aliento:</b> Otorga a tu arma +2 p. de ataque.
Carapútrea,10,8,4,6,Después de que este esbirro sobreviva al daño, invoca a un esbirro <b>legendario</b> aleatorio.
Cararrobot,10,9,3,9,<b>Provocar</b> Después de que este esbirro reciba daño, obtienes dos <b>minis</b> aleatorios.
Caravana de aletines,8,2,1,3,Al comienzo de tu turno, roba un múrloc.
Caravana de la boticaria,9,2,1,3,Al comienzo de tu turno, invoca a un esbirro de coste 1 de tu mazo.
Caravana de la prospectora,3,2,1,3,Al comienzo de tu turno, otorga +1/+1 a todos los esbirros de tu mano.
Caravana de veritas,6,2,1,3,Al comienzo de tu turno, añade a tu mano una copia de un hechizo del mazo de tu oponente.
Caravana del soldado,5,2,1,3,Al comienzo de tu turno, invoca a dos Reclutas Mano de Plata 1/1.
Carcaj Arcano,3,2,-1,-1,<b>Descubre</b> un hechizo de tu mazo. Si es Arcano, le otorga <b>+1 p. de daño con hechizos</b>.
Carcelero Alma Vil,9,5,4,6,<b>Grito de batalla:</b> Tu oponente descarta un esbirro. <b>Último aliento:</b> Lo devuelve.
Carcelero Simaseca,5,2,1,1,<b>Último aliento:</b> Añade 3 Reclutas Mano de Plata a tu mano.
Carcelero de espíritus,9,1,1,3,<b>Grito de batalla:</b> Mete 2 trozos de alma en tu mazo.
Cardumen,8,1,-1,-1,Añade tres enjambristas pirañas 1/1 a tu mano.
Carga de hombro,10,1,-1,-1,<b>Comerciable</b> Otorga +2/+1 y <b>Embestir</b> a un esbirro.
Carga de orgullo,10,4,-1,-1,Invoca a tres carceleros 1/3 con <b>Provocar</b>. Si tienes 20 p. de salud o menos, les otorga +1/+1.
Carga de profundidad,12,1,0,5,Al comienzo de tu turno, inflige 5 p. de daño a todos los esbirros.
Carga de venado,3,3,-1,-1,Inflige 3 p. de daño. Invoca una semilla silvestre aleatoria en <b>Letargo</b>.
Carga explosiva,10,2,-1,-1,Destruye un esbirro enemigo dañado. <b>Excava</b> un tesoro.
Carga la recámara,14,3,-1,-1,Inflige 2 p. de daño. Tu siguiente naga, hechizo vil y arma cuestan (1) menos.
Cargamento endiablado,9,1,-1,-1,<b>Comerciable</b> Invoca (diablillo,diablillos) 1/1. <i>(Invoca 2 más si <b>Comercias</b> con ella).</i>
Cargar,10,3,-1,-1,Otorga +2 p. de ataque y <b>Cargar</b> a un esbirro amistoso.
Cargar,10,3,-1,-1,Otorga +2 p. de ataque y <b>Cargar</b> a un esbirro amistoso.
Caria Alma Vil,14,6,6,6,<b>Grito de batalla:</b> Se transforma en una copia 6/6 de un demonio de tu mazo.
Caricaturista,12,4,3,4,<b>Grito de batalla:</b> Roba un esbirro que cueste (5) cristales o más. ¡Le pone un bigote gracioso!
Cariel Forjada por la Luz,5,8,-1,30,<b>Grito de batalla:</b> Inflige 2 p. de daño a todos los enemigos. Equipa un Objeto inamovible 2/5.
Cariel Roame,5,4,4,3,<b>Embestir</b> <b>Escudo divino</b> Cada vez que este esbirro ataca, reduce en (1) cristal el coste de los hechizos Sagrados de tu mano.
Carnero de batalla Pico Tormenta,3,4,4,3,<b>Embestir</b> <b>Último aliento:</b> Tu próxima bestia cuesta (2) cristales menos.
Carpintera improvisada,2,2,2,1,<b>Grito de batalla:</b> Roba un hechizo con <b>Elige una</b> y lo divide.
Carroñero Caparaescudo,2,4,2,3,<b>Grito de batalla:</b> Otorga +2/+2 a tus esbirros con <b>Provocar</b>.
Carroñero de Azshara,9,2,2,3,<b>Grito de batalla:</b> Coloca un Carroñero sumergido en la parte inferior de tu mazo.
Casa de muñecas mágica,2,1,-1,3,Obtienes <b>+1 p. de daño con hechizos</b> solo en este turno.
Cascabel vil,14,3,3,2,<b>Embestir</b> <b>Último aliento:</b> Inflige 1 p. de daño a todos los esbirros enemigos.
Cascabélica,12,3,1,5,Al final de tu turno, carga dos balas que inflijan 1 p. de daño cada una. <b>Último aliento:</b> ¡Dispara a enemigos aleatorios!
Caso escalofriante,4,4,-1,-1,Invoca dos Esqueletos volátiles 2/2. Obtienes 4 p. de armadura.
Castigador Hachamortal,12,4,3,3,<b>Grito de batalla:</b> Otorga +2/+2 a un esbirro aleatorio con <b>Robo de vida</b> que esté en tu mano.
Cataclismo,9,5,-1,-1,Destruye a todos los esbirros. Descarta 2 cartas.
Cataclismo impar,6,5,-1,-1,Destruye a todos los esbirros con valor de ataque impar.
Catedral de la Expiación,6,3,-1,3,Otorga +2/+1 a un esbirro y roba una carta.
Catrina Muerte,6,7,6,8,Al final de tu turno, resucita a otro esbirro no-muerto amistoso.
Catrina Muerte,6,7,6,8,Al final de tu turno, resucita a otro esbirro no-muerto amistoso.
Caudal de encantador,4,4,-1,-1,Reduce el coste de los hechizos de tu mazo en (1) cristal.
Causa justa,5,1,-1,-1,<b>Misión secundaria:</b> Invoca a 5 esbirros. <b>Recompensa:</b> Otorga +1/+1 a tus esbirros.
Causas naturales,2,2,-1,-1,Inflige 2 p. de daño. Invoca a un antárbol 2/2.
Cautivadora del mal,12,2,2,3,<b>Grito de batalla:</b> Otorga a tu C'Thun +2/+2 <i>(dondequiera que esté).</i>
Caverna Zarpa Salvaje,8,4,-1,-1,Al final de tu turno, invoca a un elemental 3/4 que <b>congela</b>. Dura 3 turnos.
Cavernas Sanguinas,10,1,-1,3,Inflige 1 p. de daño a un esbirro y le otorga +2 p. de ataque.
Cavernas Sanguinas,10,1,-1,3,Inflige 1 p. de daño a un esbirro y le otorga +2 p. de ataque.
Cazaborrascas,8,4,5,7,<b>+2 p. de daño con hechizos</b> <b>Sobrecarga:</b> (2)
Cazador Pozarroca,12,2,2,3,<b>Grito de batalla:</b> Otorga +1/+1 a un múrloc amistoso.
Cazador de fieras,12,4,4,2,<b>Comerciable</b> <b>Grito de batalla:</b> Destruye a un esbirro con 7 p. de ataque o más.
Cazador de fieras,12,4,4,2,<b>Comerciable</b> <b>Grito de batalla:</b> Destruye a un esbirro con 7 p. de ataque o más.
Cazador de fieras,12,3,4,2,<b>Grito de batalla:</b> Destruye a un esbirro con 7 p. de ataque o más.
Cazador de las Sombras Vol'jin,12,5,3,6,<b>Grito de batalla:</b> Eliges a un esbirro y lo intercambias por uno aleatorio de la mano de su dueño.
Cazador maestro Kreen,14,3,2,4,Tus otros personajes son <b>inmunes</b> al atacar.
Cazadora con capa,3,3,3,4,Tus <b>secretos</b> cuestan (0).
Cazadora de Rajacieno,12,3,2,3,<b>Grito de batalla:</b> Invoca un jabalí 1/1.
Cazadora de Rajacieno,12,3,2,3,<b>Grito de batalla:</b> Invoca un jabalí 1/1.
Cazadora de fango,12,5,5,8,<b>Embestir</b> <b>Grito de batalla:</b> Invoca a dos fanguillos 2/1 para tu oponente.
Cazadora del refugio,3,3,2,5,<b>Sigilo</b> Cada turno que está en tu mano, intercambia su ataque y su salud.
Cazadora elfa de la noche,12,5,3,3,<b>Grito de batalla:</b> Inflige 3 p. de daño a tres enemigos distintos. <i>(¡Tú escoges los objetivos!)</i>.
Cazadora furtiva de espíritus,3,2,2,2,<b>Grito de batalla:</b> Invoca una semilla silvestre aleatoria en <b>Letargo</b>.
Cazamagos,14,3,2,3,<b>Embestir</b> Cada vez que este esbirro ataca a otro, lo <b>silencia</b>.
Cazamareas Aletabilis,12,2,2,1,<b>Grito de batalla:</b> Invoca a un moco 1/1 con <b>Provocar</b>.
Cazamareas múrloc,12,2,2,1,<b>Grito de batalla:</b> Invoca a un explorador múrloc 1/1.
Cazamareas múrloc,12,2,2,1,<b>Grito de batalla:</b> Invoca a un explorador múrloc 1/1.
Cazamareas múrloc,12,2,2,1,<b>Grito de batalla:</b> Invoca a un explorador múrloc 1/1.
Cazapirañas,8,3,2,5,Al final de tu turno, añade una enjambrista piraña 1/1 a tu mano.
Cazarratas,9,3,2,2,<b>Embestir</b> <b>Grito de batalla:</b> Destruye a un esbirro amistoso y obtiene su ataque y su salud.
Cazarrecompensas Tótem Siniestro,12,3,4,2,<b>Grito de batalla:</b> Destruye a un esbirro <b>legendario</b> enemigo.
Cazatormentas,8,4,3,4,<b>Grito de batalla:</b> Roba un hechizo de tu mazo que cueste (5) cristales o más.
Caña de pescar Sondaluz,5,3,3,-1,Después de que tu héroe ataque, añade un múrloc aleatorio a tu mano.
Cañón de arpón,3,3,3,-1,Después de que tu héroe ataque, <b>Draga</b>. Si es una bestia, reduce su coste en (2) cristales.
Cañón de barco,12,2,2,3,Cuando invocas a un pirata, inflige 2 p. de daño a un enemigo aleatorio.
Cañón de llamas,4,2,-1,-1,Inflige 4 p. de daño a un esbirro enemigo aleatorio.
Cañón vil,9,4,3,5,Al final de tu turno, inflige 2 p. de daño a un esbirro que no sea un robot.
Celador Mogu'shan,12,4,1,7,<b>Provocar</b>
Celador Mogu'shan,12,4,1,7,<b>Provocar</b>
Celador Tol'vir,3,4,3,4,<b>Grito de batalla:</b> Roba dos esbirros de coste 1 de tu mazo.
Celador del tiempo,5,3,3,4,<b>Grito de batalla:</b> Hasta el final de tu siguiente turno, los dragones que invoques obtienen <b>Provocar</b> y <b>Escudo divino</b>.
Celador violeta,12,6,4,7,<b>Provocar</b> <b>+1 p. de daño con hechizos</b>
Celadora de almas,9,6,6,6,<b>Grito de batalla:</b> Añade a tu mano 3 cartas aleatorias que hayas descartado en esta partida.
Celadora de cadenas,14,4,2,6,<b>Provocar</b> <b>Grito de batalla:</b> Si tienes un demonio que cuesta (5) cristales o más, obtiene +1/+2.
Celadora de la Luz,12,1,1,2,Obtiene +2 p. de ataque cada vez que se sana a un personaje.
Celadora de la Luz,12,1,1,2,Obtiene +2 p. de ataque cada vez que se sana a un personaje.
Celadora de la Sala de las Fieras,2,5,5,4,<b>Grito de batalla:</b> Elige una bestia amistosa. Invoca una copia de esa bestia.
Celadora de la Sala de las Fieras,2,5,5,4,<b>Grito de batalla:</b> Elige una bestia amistosa. Invoca una copia de esa bestia.
Celadora del yermo,12,5,3,3,<b>Grito de batalla:</b> Inflige 3 p. de daño a un esbirro y a todos los demás esbirros del mismo tipo.
Celestial cautivo,5,3,4,5,En <b>Letargo</b> durante 2 turnos. <b>Magia súbita:</b> Otorga <b>Escudo divino</b> a tus esbirros.
